,title,abstract,pubmed_id,publication_date,keywords,doi,last_author,id_journal
785,Transcriptomic Analysis Identifies Candidate Genes and Gene Sets Controlling the Response of Porcine Peripheral Blood Mononuclear Cells to Poly I:C Stimulation.,"
Polyinosinic-polycytidylic acid (poly I:C), a synthetic dsRNA analog, has been demonstrated to have stimulatory effects similar to viral dsRNA. To gain deep knowledge of the host transcriptional response of pigs to poly I:C stimulation, in the present study, we cultured and stimulated peripheral blood mononuclear cells (PBMC) of piglets of one Chinese indigenous breed (Dapulian) and one modern commercial breed (Landrace) with poly I:C, and compared their transcriptional profiling using RNA-sequencing (RNA-seq). Our results indicated that poly I:C stimulation can elicit significantly differentially expressed (DE) genes in Dapulian (g = 290) as well as Landrace (g = 85). We also performed gene set analysis using the Gene Set Enrichment Analysis (GSEA) package, and identified some significantly enriched gene sets in Dapulian (g = 18) and Landrace (g = 21). Most of the shared DE genes and gene sets were immune-related, and may play crucial rules in the immune response of poly I:C stimulation. In addition, we detected large sets of significantly DE genes and enriched gene sets when comparing the gene expression profile between the two breeds, including control and poly I:C stimulation groups. Besides immune-related functions, some of the DE genes and gene sets between the two breeds were involved in development and growth of various tissues, which may be correlated with the different characteristics of the two breeds. The DE genes and gene sets detected herein provide crucial information towards understanding the immune regulation of antiviral responses, and the molecular mechanisms of different genetic resistance to viral infection, in modern and indigenous pigs.
Copyright © 2016 Wang et al.
",26935416,2016-03-05 06:00:00,"RNA-seq, differentially, expressed, (DE), genes, peripheral, blood, mononuclear, cells, (PBMC), pigs, polyinosinic-polycytidylic, acid, (poly, I:C)",10.1534/g3.116.028290,"Wang, Jiying",133
786,Detection of Critical Genes Associated with Overall Survival (OS) and Progression-Free Survival (PFS) in Reconstructed Canine B-Cell Lymphoma Gene Regulatory Network (GRN).,"
Canine B-cell lymphoma GRN was reconstructed from gene expression data in the STRING and MiMI databases. Critical genes of networks were identified and correlations of critical genes with overall survival (OS) and progression-free survival (PFS) were evaluated. Significant changes were detected in the expressions of GLUL, CD44, CD79A, ARF3, FOS, BLOC1S1, FYN, GZMB, GALNT3, IFI44, CD3G, GNG2, ESRP1, and CCND1 in the STRING network and of PECAM1, GLUL, CD44, GDI1, E2F4, TLE1, CD79A, UCP2, CCND1, FYN, RHOQ, BIN1, and A2M in the MiMI network. Final survival analysis highlighted CCND1 and FOS as genes with significant correlations with OS and PFS.
",26818715,2016-01-29 06:00:00,"Canine, lymphoma, Critical, genes, Gene, regulatory, network, (GRN), Overall, survival, (OS), Progression-free, survival, (PFS)",10.3109/07357907.2015.1114120,"Zamani-Ahmadmahmudi, Mohamad",76
787,Determination of reliable reference genes for multi-generational gene expression analysis on C. elegans exposed to abused drug nicotine.,"
More research has recently been focused on multigenerational toxicogenomics impacts. Such studies rely on behavioral as well as genetic and epigenetic analyses using various biotechniques. Of these technologies, quantitative reverse transcriptase PCR is considered as a mature discovery and validation tool. Nevertheless, the interpretation of the resulting gene expression necessitates the establishment of reliable internal controls for normalization. No study has been performed to identify reliable reference genes in multigenerational settings.
The primary aim was to evaluate the stability of 16 reference gene candidates in Caenorhabditis elegans exposed to nicotine and their two subsequent generations for determining the most reliable reference genes for multigenerational study.
We exposed C. elegans to nicotine in the F0 generation and investigated the relative stabilities of 16 housekeeping genes in L4 larvae across three generations (F0, F1, and F2) using five statistical approaches (geNorm, ∆Ct method, NormFinder, BestKeeper, and RefFinder).
geNorm shows that CDC-42 and Y45F10D.4 were the most stable reference genes. Based on NormFinder, TBA-1, EIF3.C, ARP-6, CDC-42, and MDH2 may serve as the top reliable reference genes. Comparative ∆Ct method ranked TBA-1, CDC-42, EIF3.C, ARP-6, and Y45F10D.4 as the most stable reference genes. BestKeeper shows that Y45F10D.4, F35G12.2, TBA-1, CDC-42, and CSQ-1were better reference genes. Overall, TBA-1, CDC-42, EIF3.C, ARP-6, and Y45F10D.4 were the most reliable reference genes for mutigenerational nicotine-exposed study.
Of the 16 tested gene candidates, TBA-1 and CDC-42 were the two most stable reference genes for performing reliable gene expression normalization in the multigenerational impact of nicotine exposure.
",23681163,2013-05-18 06:00:00,,10.1007/s00213-013-3139-0,"Taki, Faten A",314
788,Transcriptomic analysis reveals novel downstream regulatory motifs and highly transcribed virulence factor genes of Entamoeba histolytica.,"
Promoter motifs in Entamoeba histolytica were earlier analysed using microarray data with lower dynamic range of gene expression. Additionally, previous transcriptomic studies did not provide information on the nature of highly transcribed genes, and downstream promoter motifs important for gene expression. To address these issues we generated RNA-Seq data and identified the high and low expressing genes, especially with respect to virulence potential. We analysed sequences both upstream and downstream of start site for important motifs.
We used RNA-Seq data to classify genes according to expression levels, which ranged six orders of magnitude. Data were validated by reporter gene expression. Virulence-related genes (except AIG1) were amongst the highly expressed, while some kinases and BspA family genes were poorly expressed. We looked for conserved motifs in sequences upstream and downstream of the initiation codon. Following enrichment by AME we found seven motifs significantly enriched in high expression- and three in low expression-classes. Two of these motifs (M4 and M6) were located downstream of AUG, were exclusively enriched in high expression class, and were mostly found in ribosomal protein, and translation-related genes. Motif deletion resulted in drastic down regulation of reporter gene expression, showing functional relevance. Distribution of core promoter motifs (TATA, GAAC, and Inr) in all genes revealed that genes with downstream motifs were not preferentially associated with TATA-less promoters. We looked at gene expression changes in cells subjected to growth stress by serum starvation, and experimentally validated the data. Genes showing maximum up regulation belonged to the low or medium expression class, and included genes in signalling pathways, lipid metabolism, DNA repair, Myb transcription factors, BspA, and heat shock. Genes showing maximum down regulation belonged to the high or medium expression class. They included genes for signalling factors, actin, Ariel family, and ribosome biogenesis factors.
Our analysis has added important new information about the E. histolytica transcriptome. We report for the first time two downstream motifs required for gene expression, which could be used for over expression of E. histolytica genes. Most of the virulence-related genes in this parasite are highly expressed in culture.
",30866809,2019-03-15 06:00:00,"Differential, expression, Downstream, promoter, motif, Entamoeba, histolytica, Highly, transcribed, genes, Motif, enrichment, Serum, starvation, Transcriptome, Virulence, genes",10.1186/s12864-019-5570-z,"Naiyer, Sarah",34
789,MorphDB: Prioritizing Genes for Specialized Metabolism Pathways and Gene Ontology Categories in Plants.,"
Recent times have seen an enormous growth of ""omics"" data, of which high-throughput gene expression data are arguably the most important from a functional perspective. Despite huge improvements in computational techniques for the functional classification of gene sequences, common similarity-based methods often fall short of providing full and reliable functional information. Recently, the combination of comparative genomics with approaches in functional genomics has received considerable interest for gene function analysis, leveraging both gene expression based guilt-by-association methods and annotation efforts in closely related model organisms. Besides the identification of missing genes in pathways, these methods also typically enable the discovery of biological regulators (i.e., transcription factors or signaling genes). A previously built guilt-by-association method is MORPH, which was proven to be an efficient algorithm that performs particularly well in identifying and prioritizing missing genes in plant metabolic pathways. Here, we present MorphDB, a resource where MORPH-based candidate genes for large-scale functional annotations (Gene Ontology, MapMan bins) are integrated across multiple plant species. Besides a gene centric query utility, we present a comparative network approach that enables researchers to efficiently browse MORPH predictions across functional gene sets and species, facilitating efficient gene discovery and candidate gene prioritization. MorphDB is available at http://bioinformatics.psb.ugent.be/webtools/morphdb/morphDB/index/. We also provide a toolkit, named ""MORPH bulk"" (https://github.com/arzwa/morph-bulk), for running MORPH in bulk mode on novel data sets, enabling researchers to apply MORPH to their own species of interest.
",29616063,2018-04-05 06:00:00,"MORPH, candidate, gene, prioritization, comparative, co-expression, networks, defense, response, functional, annotation",10.3389/fpls.2018.00352,"Zwaenepoel, Arthur",129
790,A novel gene signature based on five glioblastoma stem-like cell relevant genes predicts the survival of primary glioblastoma.,"
Primary glioblastoma (pGBM) is the most common and lethal type of neoplasms in the central nervous system, while the existing biomarkers, lacking consideration on the stemness changes of GBM cells, are not specific enough to predict the complex prognosis respectively. We aimed to build a high-efficiency prediction gene signature related to GBM cell stemness and investigate its prognostic value in primary glioblastoma.
Differentially expressed genes were screened in GSE23806 database. The selected genes were then verified by univariate Cox regression in 591 patients from four enormous independent databases, including the Chinese Glioma Genome Atlas (CGGA), TCGA, REMBRANDT and GSE16011. Finally, the intersected genes were included to build the gene signature. GO analysis and GSEA were carried out to explore the bioinformatic implication.
The novel five-gene signature was used to identify high- and low-risk groups in the four databases, and the high-risk group showed notably poorer prognosis (P < 0.05). Gene ontology (GO) terms including ""immune response"", ""apoptotic process"", and ""angiogenesis"" were picked out by GO analysis and GSEA, which revealed that the gene signature was highly possibly related to the stemness of GSCs and predicting the prognosis of GBM effectively.
We built a gene signature with five glioblastoma stem-like cell (GSC) relevant genes, and predicted the survival in four independent databases effectively, which is possibly related to the stemness of GSCs in pGBM. Several GO terms were investigated to be correlated to the signature. The signature can predict the prognosis of glioblastoma efficiently.
",29299749,2018-01-05 06:00:00,"GSC, Gene, signature, Glioma, Primary, GBM, Survival",10.1007/s00432-017-2572-6,"Chai, Ruichao",197
791,"Detection of tetracycline resistance genes, aminoglycoside modifying enzymes, and coagulase gene typing of clinical isolates of Staphylococcus aureus in the Southwest of Iran.","
The aim of the present study was to determine the aminoglycoside modifying enzymes (AMEs) encoded genes, tetracycline resistance genes, and the coa based typing of Staphylococcus aureus isolates in the Southwest of Iran.
Antimicrobial susceptibility of isolates was carried out by agar disk diffusion methods. Two sets of multiplex PCR mixture were used for detection of AME genes and tet genes. All of the isolates were typed with the coagulase gene typing method. Of the 121 isolates, 29.75% and 47.93% were resistant to at least one aminoglycosides and tetracyclines, respectively.
The aac(6')-Ie-aph(2"") was the most frequent gene (97.22%), and aph (3')-IIIa and ant (4')-Ia genes were detected in 61.11% and 11.11% of aminoglycoside resistant isolates, respectively. The tetK and tetM genes were detected in 82.75% and 56.9% of tetracycline resistant isolates, respectively. Overall 31.4% of isolates were MRSA. Totally 17 distinct coa gene RFLP patterns, numbered C1 to C17, were observed. The C5 was the most frequent coa type with 31 isolates.
The aac(6')-Ie-aph(2"") and aph (3')-IIIa genes were the most important genes contributing to aminoglycosides resistance, while resistance to tetracyclines was mediated by tetK and tetM genes. Interestingly all S. aureus with C5 as the most prevalent coa-type were resistant to at least one of the aminoglycoside antibiotics and tetracycline simultaneously. Moreover, 30 out of 31 isolates with this coa type were MRSA, indicating the importance of the C5 coa-type in MRSA strains and also in isolates that were resistant to aminoglycosides and tetracycline.
",29085583,2017-11-01 06:00:00,"Aminoglycoside, modifying, -, enzymes, Aminoglycoside, resistance, Coagulase, gene, typing, Staphylococcus, aureus, Tetracycline, resistance",10.22038/IJBMS.2017.9114,"Khoramrooz, Seyed Sajjad",184
792,Optimal Reference Genes for Gene Expression Normalization in Trichomonas vaginalis.,"
Trichomonas vaginalis is the etiologic agent of trichomonosis, the most common non-viral sexually transmitted disease worldwide. This infection is associated with several health consequences, including cervical and prostate cancers and HIV acquisition. Gene expression analysis has been facilitated because of available genome sequences and large-scale transcriptomes in T. vaginalis, particularly using quantitative real-time polymerase chain reaction (qRT-PCR), one of the most used methods for molecular studies. Reference genes for normalization are crucial to ensure the accuracy of this method. However, to the best of our knowledge, a systematic validation of reference genes has not been performed for T. vaginalis. In this study, the transcripts of nine candidate reference genes were quantified using qRT-PCR under different cultivation conditions, and the stability of these genes was compared using the geNorm and NormFinder algorithms. The most stable reference genes were α-tubulin, actin and DNATopII, and, conversely, the widely used T. vaginalis reference genes GAPDH and β-tubulin were less stable. The PFOR gene was used to validate the reliability of the use of these candidate reference genes. As expected, the PFOR gene was upregulated when the trophozoites were cultivated with ferrous ammonium sulfate when the DNATopII, α-tubulin and actin genes were used as normalizing gene. By contrast, the PFOR gene was downregulated when the GAPDH gene was used as an internal control, leading to misinterpretation of the data. These results provide an important starting point for reference gene selection and gene expression analysis with qRT-PCR studies of T. vaginalis. 
",26393928,2015-09-24 06:00:00,,10.1371/journal.pone.0138331,"dos Santos, Odelta",309
793,Validation of endogenous control reference genes for normalizing gene expression studies in endometrial carcinoma.,"
Real-time quantitative RT-PCR (qRT-PCR) is a powerful technique used for the relative quantification of target genes, using reference (housekeeping) genes for normalization to ensure the generation of accurate and robust data. A systematic examination of the suitability of endogenous reference genes for gene expression studies in endometrial cancer tissues is absent. The aims of this study were therefore to identify and evaluate from the thirty-two possible reference genes from a TaqMan(®) array panel their suitability as an internal control gene. The mathematical software packages geNorm qBasePLUS identified Pumilio homolog 1 (Drosophila) (PUM1), ubiquitin C (UBC), phosphoglycerate kinase (PGK1), mitochondrial ribosomal protein L19 (MRPL19) and peptidylpropyl isomerase A (cyclophilin A) (PPIA) as the best reference gene combination, whilst NormFinder identified MRPL19 as the best single reference gene, with importin 8 (IPO8) and PPIA being the best combination of two reference genes. BestKeeper ranked MRPL19 as the most stably expressed gene. In addition, the study was validated by examining the relative expression of a test gene, which encodes the cannabinoid receptor 1 (CB1). A significant difference in CB1 mRNA expression between malignant and normal endometrium using MRPL19, PPIA, and IP08 in combination was observed. The use of MRPL19, IPO8 and PPIA was identified as the best reference gene combination for the normalization of gene expression levels in endometrial carcinoma. This study demonstrates that the arbitrary selection of endogenous control reference genes for normalization in qRT-PCR studies of endometrial carcinoma, without validation, risks the production of inaccurate data and should therefore be discouraged. 
© The Author 2015. Published by Oxford University Press on behalf of the European Society of Human Reproduction and Embryology. All rights reserved. For Permissions, please email: journals.permissions@oup.com.
",26124453,2015-07-01 06:00:00,"cannabinoid, receptor, endogenous, control, reference, genes, endometrial, cancer, human, quantitative, RT–PCR",10.1093/molehr/gav033,"Ayakannu, Thangesweran",259
794,Integration of Gene Expression Profile Data to Screen and Verify Hub Genes Involved in Osteoarthritis.,"
Osteoarthritis (OA) is one of the most common diseases worldwide, but the pathogenic genes and pathways are largely unclear. The aim of this study was to screen and verify hub genes involved in OA and explore potential molecular mechanisms. The expression profiles of GSE12021 and GSE55235 were downloaded from the Gene Expression Omnibus (GEO) database, which contained 39 samples, including 20 osteoarthritis synovial membranes and 19 matched normal synovial membranes. The raw data were integrated to obtain differentially expressed genes (DEGs) and were deeply analyzed by bioinformatics methods. The Gene Ontology (GO) and pathway enrichment of DEGs were performed by DAVID and Kyoto Encyclopedia of Genes and Genomes (KEGG) online analyses, respectively. The protein-protein interaction (PPI) networks of the DEGs were constructed based on data from the STRING database. The top 10 hub genes VEGFA, IL6, JUN, IL1β, MYC, IL4, PTGS2, ATF3, EGR1, and DUSP1 were identified from the PPI network. Module analysis revealed that OA was associated with significant pathways including TNF signaling pathway, cytokine-cytokine receptor interaction, and osteoclast differentiation. The qRT-PCR result showed that the expression level of IL6, VEGFA, JUN, IL-1β, and ATF3 was significantly increased in OA samples (p < 0.05), and these candidate genes could be used as potential diagnostic biomarkers and therapeutic targets of OA.
",30186872,2018-09-07 06:00:00,,10.1155/2018/9482726,"Li, Zhaoyan",48
795,Weighted single-step GWAS and gene network analysis reveal new candidate genes for semen traits in pigs.,"
In recent years, there has been increased interest in the study of the molecular processes that affect semen traits. In this study, our aim was to identify quantitative trait loci (QTL) regions associated with four semen traits (motility, progressive motility, number of sperm cells per ejaculate and total morphological defects) in two commercial pig lines (L1: Large White type and L2: Landrace type). Since the number of animals with both phenotypes and genotypes was relatively small in our dataset, we conducted a weighted single-step genome-wide association study, which also allows unequal variances for single nucleotide polymorphisms. In addition, our aim was also to identify candidate genes within QTL regions that explained the highest proportions of genetic variance. Subsequently, we performed gene network analyses to investigate the biological processes shared by genes that were identified for the same semen traits across lines.
We identified QTL regions that explained up to 10.8% of the genetic variance of the semen traits on 12 chromosomes in L1 and 11 chromosomes in L2. Sixteen QTL regions in L1 and six QTL regions in L2 were associated with two or more traits within the population. Candidate genes SCN8A, PTGS2, PLA2G4A, DNAI2, IQCG and LOC102167830 were identified in L1 and NME5, AZIN2, SPATA7, METTL3 and HPGDS in L2. No regions overlapped between these two lines. However, the gene network analysis for progressive motility revealed two genes in L1 (PLA2G4A and PTGS2) and one gene in L2 (HPGDS) that were involved in two biological processes i.e. eicosanoid biosynthesis and arachidonic acid metabolism. PTGS2 and HPGDS were also involved in the cyclooxygenase pathway.
We identified several QTL regions associated with semen traits in two pig lines, which confirms the assumption of a complex genetic determinism for these traits. A large part of the genetic variance of the semen traits under study was explained by different genes in the two evaluated lines. Nevertheless, the gene network analysis revealed candidate genes that are involved in shared biological pathways that occur in mammalian testes, in both lines.
",30081822,2018-08-08 06:00:00,,10.1186/s12711-018-0412-z,"Marques, Daniele B D",145
796,Weighted gene co‑expression network analysis in identification of key genes and networks for ischemic‑reperfusion remodeling myocardium.,"
Acute myocardial infarction induces ventricular remodeling, which is implicated in dilated heart and heart failure. The pathogenical mechanism of myocardium remodeling remains to be elucidated. The aim of the present study was to identify key genes and networks for myocardium remodeling following ischemia‑reperfusion (IR). First, the mRNA expression data from the National Center for Biotechnology Information database were downloaded to identify differences in mRNA expression of the IR heart at days 2 and 7. Then, weighted gene co‑expression network analysis, hierarchical clustering, protein‑protein interaction (PPI) network, Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway were used to identify key genes and networks for the heart remodeling process following IR. A total of 3,321 differentially expressed genes were identified during the heart remodeling process. A total of 6 modules were identified through gene co‑expression network analysis. GO and KEGG analysis results suggested that each module represented a different biological function and was associated with different pathways. Finally, hub genes of each module were identified by PPI network construction. The present study revealed that heart remodeling following IR is a complicated process, involving extracellular matrix organization, neural development, apoptosis and energy metabolism. The dysregulated genes, including SRC proto‑oncogene, non‑receptor tyrosine kinase, discs large MAGUK scaffold protein 1, ATP citrate lyase, RAN, member RAS oncogene family, tumor protein p53, and polo like kinase 2, may be essential for heart remodeling following IR and may be used as potential targets for the inhibition of heart remodeling following acute myocardial infarction.
",29901145,2018-06-15 06:00:00,,10.3892/mmr.2018.9161,"Guo, Nan",261
797,Transcriptomic Analysis Suggests Genes Expressed Stage-Independently and Stage-Dependently Modulating the Wing Dimorphism of the Brown Planthopper.,"
Wing dimorphism is considered as an adaptive trait of insects. Brown planthoppers (BPHs) Nilaparvata lugens, a serious pest of rice, are either macropterous or brachypterous. Genetic and environmental factors are both likely to control wing morph determination in BPHs, but the hereditary law and genes network are still unknown. Here, we investigated changes in gene expression levels between macropterous and brachypterous BPHs by creating artificially bred morphotype lines. The nearly pure-bred strains of macropterous and brachypterous BPHs were established, and their transcriptomes and gene expression levels were compared. Over ten-thousand differentially expressed genes (DEGs) between macropterous and brachypterous strains were found in the egg, nymph, and adult stages, and the three stages shared 6523 DEGs. The regulation of actin cytoskeleton, focal adhesion, tight junction, and adherens junction pathways were consistently enriched with DEGs across the three stages, whereas insulin signaling pathway, metabolic pathways, vascular smooth muscle contraction, platelet activation, oxytocin signaling pathway, sugar metabolism, and glycolysis/gluconeogenesis were significantly enriched by DEGs in a specific stage. Gene expression trend profiles across three stages were different between the two strains. Eggs, nymphs, and adults from the macropterous strain were distinguishable from the brachypterous based on gene expression levels, and genes that were related to wing morphs were differentially expressed between wing strains or strain × stage. A proposed mode based on genes and environments to modulate the wing dimorphism of BPHs was provided.
",31878073,2019-12-28 06:00:00,"Nilaparvata, lugens, developmental, stage, gene, expression, genetic, determination, transcriptome, wing, morph",10.3390/genes11010019,"Zhang, Chao",140
798,Identification of differentially-expressed genes potentially implicated in drought response in pitaya (Hylocereus undatus) by suppression subtractive hybridization and cDNA microarray analysis.,"
Drought is one of the most severe threats to the growth, development and yield of plant. In order to unravel the molecular basis underlying the high tolerance of pitaya (Hylocereus undatus) to drought stress, suppression subtractive hybridization (SSH) and cDNA microarray approaches were firstly combined to identify the potential important or novel genes involved in the plant responses to drought stress. The forward (drought over drought-free) and reverse (drought-free over drought) suppression subtractive cDNA libraries were constructed using in vitro shoots of cultivar 'Zihonglong' exposed to drought stress and drought-free (control). A total of 2112 clones, among which half were from either forward or reverse SSH library, were randomly picked up to construct a pitaya cDNA microarray. Microarray analysis was carried out to verify the expression fluctuations of this set of clones upon drought treatment compared with the controls. A total of 309 expressed sequence tags (ESTs), 153 from forward library and 156 from reverse library, were obtained, and 138 unique ESTs were identified after sequencing by clustering and blast analyses, which included genes that had been previously reported as responsive to water stress as well as some functionally unknown genes. Thirty six genes were mapped to 47 KEGG pathways, including carbohydrate metabolism, lipid metabolism, energy metabolism, nucleotide metabolism, and amino acid metabolism of pitaya. Expression analysis of the selected ESTs by reverse transcriptase polymerase chain reaction (RT-PCR) corroborated the results of differential screening. Moreover, time-course expression patterns of these selected ESTs further confirmed that they were closely responsive to drought treatment. Among the differentially expressed genes (DEGs), many are related to stress tolerances including drought tolerance. Thereby, the mechanism of drought tolerance of this pitaya genotype is a very complex physiological and biochemical process, in which multiple metabolism pathways and many genes were implicated. The data gained herein provide an insight into the mechanism underlying the drought stress tolerance of pitaya, as well as may facilitate the screening of candidate genes for drought tolerance. 
© 2013 Elsevier B.V. All rights reserved.
",24076355,2013-10-01 06:00:00,"AAP8, ABA, ABAR, PYL8, ACTB, CAM, CAT, DEGs, Differentially-expressed, genes, Drought, stress, ESTs, FDR, FWC, GGAT, GGT, GO, GSH, GSR, ISSR, OSB–CoA, ligase, PEG, PEPC, PLA(2), PLDα, Phospholipase, Dα, Pitaya, (Hylocereus, undatus), RT-PCR, SHMT, SSH, Suppression, subtractive, hybridization, TAT, TPS, abscisic, acid, cDNA, microarray, catalase, crassulacean, acid, metabolism, differentially, expressed, genes, expressed, sequence, tags, false, discovery, rate, field, water, capacity, gene, encoding, O-succinylbenzoate–CoA, ligase, gene, encoding, abscisic, acid, receptor, PYL8, gene, encoding, amino, acid, permease, 8, gene, encoding, gamma-glutamyltranspeptidase, gene, encoding, gamma-tocopherol, methyltransferase, gene, encoding, glutamate–glyoxylate, aminotransferase, gene, encoding, glutathione, reductase, gene, encoding, glycine, hydroxymethyltransferase, gene, encoding, phosphoenolpyruvate, carboxylase, gene, encoding, phospholipase, A(2), gene, encoding, trehalose-6-phosphate, synthase, gene, encoding, tyrosine, aminotransferase, gene, encoding, β-actin, gene, ontology, glutathione, inter-simple, sequence, repeat, polyethylene, glycol, qRT-PCR, quantitative, real-time, PCR, reverse, transcriptase, polymerase, chain, reaction, suppression, subtractive, hybridization, γ-TMT",10.1016/j.gene.2013.08.098,"Fan, Qing-Jie",136
799,Methylation of microRNA genes regulates gene expression in bisexual flower development in andromonoecious poplar.,"
Previous studies showed sex-specific DNA methylation and expression of candidate genes in bisexual flowers of andromonoecious poplar, but the regulatory relationship between methylation and microRNAs (miRNAs) remains unclear. To investigate whether the methylation of miRNA genes regulates gene expression in bisexual flower development, the methylome, microRNA, and transcriptome were examined in female and male flowers of andromonoecious poplar. 27 636 methylated coding genes and 113 methylated miRNA genes were identified. In the coding genes, 64.5% of the methylated reads mapped to the gene body region; by contrast, 60.7% of methylated reads in miRNA genes mainly mapped in the 5' and 3' flanking regions. CHH methylation showed the highest methylation levels and CHG showed the lowest methylation levels. Correlation analysis showed a significant, negative, strand-specific correlation of methylation and miRNA gene expression (r=0.79, P <0.05). The methylated miRNA genes included eight long miRNAs (lmiRNAs) of 24 nucleotides and 11 miRNAs related to flower development. miRNA172b might play an important role in the regulation of bisexual flower development-related gene expression in andromonoecious poplar, via modification of methylation. Gynomonoecious, female, and male poplars were used to validate the methylation patterns of the miRNA172b gene, implying that hyper-methylation in andromonoecious and gynomonoecious poplar might function as an important regulator in bisexual flower development. Our data provide a useful resource for the study of flower development in poplar and improve our understanding of the effect of epigenetic regulation on genes other than protein-coding genes. 
© The Author 2015. Published by Oxford University Press on behalf of the Society for Experimental Biology. All rights reserved. For permissions, please email: journals.permissions@oup.com.
",25617468,2015-01-27 06:00:00,"DNA, methylation, Populus., flower, development, gene, expression, microRNA",10.1093/jxb/eru531,"Song, Yuepeng",207
800,Distinct expression pattern and prognostic values of pituitary tumor transforming gene family genes in non-small cell lung cancer.,"
Members of the pituitary tumor transforming gene (PTTG) family, including PTTG1, PTTG2 and PTTG3P, exhibit pivotal roles in the onset and progression of certain types of human cancer. However, to the best of our knowledge, a systematic study regarding the expression pattern and the prognostic values of PTTG family genes in non-small cell lung cancer (NSCLC) remains to be performed. The expression levels of PTTG family genes in NSCLC were successively determined using the Gene Expression Profiling Interactive Analysis, UALCAN and Oncomine databases. Subsequently, the Kaplan-Meier plotter database was used to assess the prognostic value of the PTTG family genes in patients with NSCLC, and to determine the associations between PTTG expression levels and the prognosis of patients based on different clinicopathological features, including cancer stage, grade, chemotherapy, radiotherapy, lymph node status, smoking history, and sex. PTTG1 was identified to be significantly upregulated in NSCLC in all three databases, whereas PTTG2 and PTTG3P were significantly upregulated in NSCLC in only the UALCAN database. Patients with NSCLC with higher expression levels of the three PTTG genes demonstrated shorter overall survival times. In summary, the results of the present study suggested that increased expression of PTTG family genes may serve as promising prognostic biomarkers for patients with NSCLC.
Copyright: © Yang et al.
",31611957,2019-10-16 06:00:00,"Kaplan-Meier, plotter, Oncomine, UALCAN, gene, expression, profiling, interactive, analysis, in, silico, analysis, non-small, cell, lung, cancer, pituitary, tumor, transforming, gene, prognosis",10.3892/ol.2019.10844,"Yang, Shaolong",281
801,"Genes, environment and gene expression in colon tissue: a pathway approach to determining functionality.","
Genetic and environmental factors have been shown to work together to alter cancer risk. In this study we evaluate previously identified gene and lifestyle interactions in a candidate pathway that were associated with colon cancer risk to see if these interactions altered gene expression. We analyzed non-tumor RNA-seq data from 144 colon cancer patients who had genotype, recent cigarette smoking, diet, body mass index (BMI), and recent aspirin/non-steroidal anti-inflammatory use data. Using a false discovery rate of 0.1, we evaluated differential gene expression between high and low levels of lifestyle exposure and genotypes using DESeq2. Thirteen pathway genes and 17 SNPs within those genes were associated with altered expression of other genes in the pathway. BMI, NSAIDs use and dietary components of the oxidative balance score (OBS) also were associated with altered gene expression. SNPs previously identified as interacting with these lifestyle factors, altered expression of pathway genes. NSAIDs interacted with 10 genes (15 SNPs) within those genes to alter expression of 28 pathway genes; recent cigarette smoking interacted with seven genes (nine SNPs) to alter expression of 27 genes. BMI interacted with FLT1, KDR, SEPN1, TERT, TXNRD2, and VEGFA to alter expression of eight genes. Three genes (five SNPs) interacted with OBS to alter expression of 12 genes. These data provide support for previously identified lifestyle and gene interactions associated with colon cancer in that they altered expression of key pathway genes. The need to consider lifestyle factors in conjunction with genetic factors is illustrated. 
",27186328,2016-05-18 06:00:00,"BMI, Gene, expression, NSAIDs, colon, cancer, diet, inflammation",,"Slattery, Martha L",177
802,Identification of human HK genes and gene expression regulation study in cancer from transcriptomics data analysis.,"
The regulation of gene expression is essential for eukaryotes, as it drives the processes of cellular differentiation and morphogenesis, leading to the creation of different cell types in multicellular organisms. RNA-Sequencing (RNA-Seq) provides researchers with a powerful toolbox for characterization and quantification of transcriptome. Many different human tissue/cell transcriptome datasets coming from RNA-Seq technology are available on public data resource. The fundamental issue here is how to develop an effective analysis method to estimate expression pattern similarities between different tumor tissues and their corresponding normal tissues. We define the gene expression pattern from three directions: 1) expression breadth, which reflects gene expression on/off status, and mainly concerns ubiquitously expressed genes; 2) low/high or constant/variable expression genes, based on gene expression level and variation; and 3) the regulation of gene expression at the gene structure level. The cluster analysis indicates that gene expression pattern is higher related to physiological condition rather than tissue spatial distance. Two sets of human housekeeping (HK) genes are defined according to cell/tissue types, respectively. To characterize the gene expression pattern in gene expression level and variation, we firstly apply improved K-means algorithm and a gene expression variance model. We find that cancer-associated HK genes (a HK gene is specific in cancer group, while not in normal group) are expressed higher and more variable in cancer condition than in normal condition. Cancer-associated HK genes prefer to AT-rich genes, and they are enriched in cell cycle regulation related functions and constitute some cancer signatures. The expression of large genes is also avoided in cancer group. These studies will help us understand which cell type-specific patterns of gene expression differ among different cell types, and particularly for cancer.
",23382867,2013-02-06 06:00:00,,10.1371/journal.pone.0054082,"Chen, Meili",309
